county,species,month,hour,n_collisions,risk_score
Västerbottens,Moose,10,12,14,0.0798
Västerbottens,Moose,10,13,9,0.0491
Västerbottens,Moose,10,14,7,0.0368
Västerbottens,Moose,10,15,8,0.0429
Västerbottens,Moose,10,16,21,0.1227
Västerbottens,Moose,10,17,36,0.2147
Västerbottens,Moose,10,18,58,0.3497
Västerbottens,Moose,10,19,50,0.3006
Västerbottens,Moose,10,20,25,0.1472
Västerbottens,Moose,10,21,24,0.1411
Västerbottens,Moose,10,22,11,0.0613
Västerbottens,Moose,10,23,6,0.0307
Västerbottens,Moose,11,0,8,0.0429
Västerbottens,Moose,11,1,5,0.0245
Västerbottens,Moose,11,2,7,0.0368
Västerbottens,Moose,11,3,3,0.0123
Västerbottens,Moose,11,4,5,0.0245
Västerbottens,Moose,11,5,11,0.0613
Västerbottens,Moose,11,6,23,0.1350
Västerbottens,Moose,11,7,15,0.0859
Västerbottens,Moose,11,8,11,0.0613
Västerbottens,Moose,11,9,4,0.0184
Västerbottens,Moose,11,10,7,0.0368
Västerbottens,Moose,11,11,6,0.0307
Västerbottens,Moose,11,12,9,0.0491
Västerbottens,Moose,11,13,11,0.0613
Västerbottens,Moose,11,14,11,0.0613
Västerbottens,Moose,11,15,35,0.2086
Västerbottens,Moose,11,16,110,0.6687
Västerbottens,Moose,11,17,93,0.5644
Västerbottens,Moose,11,18,41,0.2454
Västerbottens,Moose,11,19,44,0.2638
Västerbottens,Moose,11,20,18,0.1043
Västerbottens,Moose,11,21,17,0.0982
Västerbottens,Moose,11,22,15,0.0859
Västerbottens,Moose,11,23,13,0.0736
Västerbottens,Moose,12,0,29,0.1718
Västerbottens,Moose,12,1,13,0.0736
Västerbottens,Moose,12,2,10,0.0552
Västerbottens,Moose,12,3,6,0.0307
Västerbottens,Moose,12,4,9,0.0491
Västerbottens,Moose,12,5,13,0.0736
Västerbottens,Moose,12,6,22,0.1288
Västerbottens,Moose,12,7,18,0.1043
Västerbottens,Moose,12,8,33,0.1963
Västerbottens,Moose,12,9,17,0.0982
Västerbottens,Moose,12,10,12,0.0675
Västerbottens,Moose,12,11,12,0.0675
Västerbottens,Moose,12,12,10,0.0552
Västerbottens,Moose,12,13,10,0.0552
Västerbottens,Moose,12,14,17,0.0982
Västerbottens,Moose,12,15,78,0.4724
Västerbottens,Moose,12,16,164,1.0000
Västerbottens,Moose,12,17,115,0.6994
Västerbottens,Moose,12,18,63,0.3804
Västerbottens,Moose,12,19,39,0.2331
Västerbottens,Moose,12,20,38,0.2270
Västerbottens,Moose,12,21,49,0.2945
Västerbottens,Moose,12,22,29,0.1718
Västerbottens,Moose,12,23,32,0.1902
Västerbottens,Other,1,1,1,0.0000
Västerbottens,Other,1,2,2,1.0000
Västerbottens,Other,1,10,2,1.0000
Västerbottens,Other,1,15,1,0.0000
Västerbottens,Other,1,18,1,0.0000
Västerbottens,Other,1,20,1,0.0000
Västerbottens,Other,1,21,2,1.0000
Västerbottens,Other,1,23,2,1.0000
Västerbottens,Other,2,0,1,0.0000
Västerbottens,Other,2,6,1,0.0000
Västerbottens,Other,2,15,1,0.0000
Västerbottens,Other,2,18,1,0.0000
Västerbottens,Other,2,21,1,0.0000
Västerbottens,Other,3,11,1,0.0000
Västerbottens,Other,3,21,2,1.0000
Västerbottens,Other,4,21,1,0.0000
Västerbottens,Other,5,6,1,0.0000
Västerbottens,Other,5,10,2,1.0000
Västerbottens,Other,5,20,1,0.0000
Västerbottens,Other,6,7,1,0.0000
Västerbottens,Other,6,18,2,1.0000
Västerbottens,Other,6,22,1,0.0000
Västerbottens,Other,7,12,1,0.0000
Västerbottens,Other,7,13,1,0.0000
Västerbottens,Other,7,15,1,0.0000
Västerbottens,Other,7,16,1,0.0000
Västerbottens,Other,7,19,1,0.0000
Västerbottens,Other,7,22,1,0.0000
Västerbottens,Other,8,2,1,0.0000
Västerbottens,Other,8,11,1,0.0000
Västerbottens,Other,8,23,1,0.0000
Västerbottens,Other,9,1,1,0.0000
Västerbottens,Other,9,13,1,0.0000
Västerbottens,Other,9,14,1,0.0000
Västerbottens,Other,9,21,1,0.0000
Västerbottens,Other,9,23,1,0.0000
Västerbottens,Other,10,6,2,1.0000
Västerbottens,Other,10,7,1,0.0000
Västerbottens,Other,10,17,1,0.0000
Västerbottens,Other,10,18,2,1.0000
Västerbottens,Other,10,22,1,0.0000
Västerbottens,Other,11,12,2,1.0000
Västerbottens,Other,11,15,1,0.0000
Västerbottens,Other,11,17,1,0.0000
Västerbottens,Other,11,21,1,0.0000
Västerbottens,Other,12,12,2,1.0000
Västerbottens,Other,12,13,1,0.0000
Västerbottens,Other,12,14,1,0.0000
Västerbottens,Red Deer,1,0,1,0.0000
Västerbottens,Red Deer,1,1,1,0.0000
Västerbottens,Red Deer,1,3,1,0.0000
Västerbottens,Red Deer,1,4,1,0.0000
Västerbottens,Red Deer,1,5,1,0.0000
Västerbottens,Red Deer,1,6,2,0.5000
Västerbottens,Red Deer,1,7,1,0.0000
Västerbottens,Red Deer,1,19,1,0.0000
Västerbottens,Red Deer,1,20,2,0.5000
Västerbottens,Red Deer,1,21,2,0.5000
Västerbottens,Red Deer,1,22,3,1.0000
Västerbottens,Red Deer,2,7,1,0.0000
Västerbottens,Red Deer,2,8,1,0.0000
Västerbottens,Red Deer,2,17,1,0.0000
Västerbottens,Red Deer,2,21,1,0.0000
Västerbottens,Red Deer,2,22,1,0.0000
Västerbottens,Red Deer,2,23,1,0.0000
Västerbottens,Red Deer,3,0,1,0.0000
Västerbottens,Red Deer,3,10,1,0.0000
Västerbottens,Red Deer,3,15,1,0.0000
Västerbottens,Red Deer,3,16,1,0.0000
Västerbottens,Red Deer,3,18,1,0.0000
Västerbottens,Red Deer,3,20,2,0.5000
Västerbottens,Red Deer,4,2,1,0.0000
Västerbottens,Red Deer,4,20,1,0.0000
Västerbottens,Red Deer,4,22,1,0.0000
Västerbottens,Red Deer,5,6,1,0.0000
Västerbottens,Red Deer,5,22,1,0.0000
Västerbottens,Red Deer,6,5,1,0.0000
Västerbottens,Red Deer,6,6,1,0.0000
Västerbottens,Red Deer,6,12,1,0.0000
Västerbottens,Red Deer,6,16,1,0.0000
Västerbottens,Red Deer,6,22,1,0.0000
Västerbottens,Red Deer,7,4,1,0.0000
Västerbottens,Red Deer,7,7,1,0.0000
Västerbottens,Red Deer,7,13,1,0.0000
Västerbottens,Red Deer,7,16,1,0.0000
Västerbottens,Red Deer,8,10,1,0.0000
Västerbottens,Red Deer,8,12,1,0.0000
Västerbottens,Red Deer,8,18,2,0.5000
Västerbottens,Red Deer,9,6,1,0.0000
Västerbottens,Red Deer,9,7,1,0.0000
Västerbottens,Red Deer,9,20,3,1.0000
Västerbottens,Red Deer,10,1,1,0.0000
Västerbottens,Red Deer,10,6,2,0.5000
Västerbottens,Red Deer,10,7,3,1.0000
Västerbottens,Red Deer,10,8,2,0.5000
Västerbottens,Red Deer,10,9,1,0.0000
Västerbottens,Red Deer,10,12,1,0.0000
Västerbottens,Red Deer,10,14,1,0.0000
Västerbottens,Red Deer,10,18,3,1.0000
Västerbottens,Red Deer,10,19,2,0.5000
Västerbottens,Red Deer,10,20,3,1.0000
Västerbottens,Red Deer,10,21,1,0.0000
Västerbottens,Red Deer,11,0,2,0.5000
Västerbottens,Red Deer,11,1,1,0.0000
Västerbottens,Red Deer,11,3,1,0.0000
Västerbottens,Red Deer,11,6,1,0.0000
Västerbottens,Red Deer,11,7,3,1.0000
Västerbottens,Red Deer,11,13,1,0.0000
Västerbottens,Red Deer,11,16,3,1.0000
Västerbottens,Red Deer,11,17,2,0.5000
Västerbottens,Red Deer,11,18,1,0.0000
Västerbottens,Red Deer,11,20,2,0.5000
Västerbottens,Red Deer,11,21,1,0.0000
Västerbottens,Red Deer,12,3,1,0.0000
Västerbottens,Red Deer,12,8,1,0.0000
Västerbottens,Red Deer,12,16,1,0.0000
Västerbottens,Red Deer,12,17,1,0.0000
Västerbottens,Red Deer,12,18,3,1.0000
Västerbottens,Red Deer,12,21,1,0.0000
Västerbottens,Red Deer,12,23,1,0.0000
Västerbottens,Roe Deer,1,0,24,0.1716
Västerbottens,Roe Deer,1,1,19,0.1343
Västerbottens,Roe Deer,1,2,13,0.0896
Västerbottens,Roe Deer,1,3,16,0.1119
Västerbottens,Roe Deer,1,4,10,0.0672
Västerbottens,Roe Deer,1,5,27,0.1940
Västerbottens,Roe Deer,1,6,71,0.5224
Västerbottens,Roe Deer,1,7,46,0.3358
Västerbottens,Roe Deer,1,8,38,0.2761
Västerbottens,Roe Deer,1,9,17,0.1194
Västerbottens,Roe Deer,1,10,11,0.0746
Västerbottens,Roe Deer,1,11,15,0.1045
Västerbottens,Roe Deer,1,12,12,0.0821
Västerbottens,Roe Deer,1,13,9,0.0597
Västerbottens,Roe Deer,1,14,9,0.0597
Västerbottens,Roe Deer,1,15,34,0.2463
Västerbottens,Roe Deer,1,16,84,0.6194
Västerbottens,Roe Deer,1,17,72,0.5299
Västerbottens,Roe Deer,1,18,57,0.4179
Västerbottens,Roe Deer,1,19,43,0.3134
Västerbottens,Roe Deer,1,20,49,0.3582
Västerbottens,Roe Deer,1,21,45,0.3284
Västerbottens,Roe Deer,1,22,39,0.2836
Västerbottens,Roe Deer,1,23,33,0.2388
Västerbottens,Roe Deer,2,0,16,0.1119
Västerbottens,Roe Deer,2,1,14,0.0970
Västerbottens,Roe Deer,2,2,9,0.0597
Västerbottens,Roe Deer,2,3,2,0.0075
Västerbottens,Roe Deer,2,4,11,0.0746
Västerbottens,Roe Deer,2,5,13,0.0896
Västerbottens,Roe Deer,2,6,57,0.4179
Västerbottens,Roe Deer,2,7,35,0.2537
Västerbottens,Roe Deer,2,8,16,0.1119
Västerbottens,Roe Deer,2,9,7,0.0448
Västerbottens,Roe Deer,2,10,10,0.0672
Västerbottens,Roe Deer,2,11,13,0.0896
Västerbottens,Roe Deer,2,12,17,0.1194
Västerbottens,Roe Deer,2,13,9,0.0597
Västerbottens,Roe Deer,2,14,7,0.0448
Västerbottens,Roe Deer,2,15,15,0.1045
Västerbottens,Roe Deer,2,16,24,0.1716
Västerbottens,Roe Deer,2,17,67,0.4925
Västerbottens,Roe Deer,2,18,42,0.3060
Västerbottens,Roe Deer,2,19,47,0.3433
Västerbottens,Roe Deer,2,20,40,0.2910
Västerbottens,Roe Deer,2,21,24,0.1716
Västerbottens,Roe Deer,2,22,32,0.2313
Västerbottens,Roe Deer,2,23,14,0.0970
Västerbottens,Roe Deer,3,0,13,0.0896
Västerbottens,Roe Deer,3,1,9,0.0597
Västerbottens,Roe Deer,3,2,6,0.0373
Västerbottens,Roe Deer,3,3,9,0.0597
Västerbottens,Roe Deer,3,4,10,0.0672
Västerbottens,Roe Deer,3,5,16,0.1119
Västerbottens,Roe Deer,3,6,20,0.1418
Västerbottens,Roe Deer,3,7,20,0.1418
Västerbottens,Roe Deer,3,8,13,0.0896
Västerbottens,Roe Deer,3,9,7,0.0448
Västerbottens,Roe Deer,3,10,7,0.0448
Västerbottens,Roe Deer,3,11,8,0.0522
Västerbottens,Roe Deer,3,12,7,0.0448
Västerbottens,Roe Deer,3,13,7,0.0448
Västerbottens,Roe Deer,3,14,8,0.0522
Västerbottens,Roe Deer,3,15,7,0.0448
Västerbottens,Roe Deer,3,16,9,0.0597
Västerbottens,Roe Deer,3,17,16,0.1119
Västerbottens,Roe Deer,3,18,38,0.2761
Västerbottens,Roe Deer,3,19,45,0.3284
Västerbottens,Roe Deer,3,20,40,0.2910
Västerbottens,Roe Deer,3,21,32,0.2313
Västerbottens,Roe Deer,3,22,43,0.3134
Västerbottens,Roe Deer,3,23,15,0.1045
Västerbottens,Roe Deer,4,0,14,0.0970
Västerbottens,Roe Deer,4,1,4,0.0224
Västerbottens,Roe Deer,4,2,9,0.0597
Västerbottens,Roe Deer,4,3,9,0.0597
Västerbottens,Roe Deer,4,4,10,0.0672
Västerbottens,Roe Deer,4,5,15,0.1045
Västerbottens,Roe Deer,4,6,30,0.2164
Västerbottens,Roe Deer,4,7,17,0.1194
Västerbottens,Roe Deer,4,8,25,0.1791
Västerbottens,Roe Deer,4,9,13,0.0896
Västerbottens,Roe Deer,4,10,14,0.0970
Västerbottens,Roe Deer,4,11,7,0.0448
Västerbottens,Roe Deer,4,12,8,0.0522
Västerbottens,Roe Deer,4,13,11,0.0746
Västerbottens,Roe Deer,4,14,13,0.0896
Västerbottens,Roe Deer,4,15,10,0.0672
Västerbottens,Roe Deer,4,16,10,0.0672
Västerbottens,Roe Deer,4,17,11,0.0746
Västerbottens,Roe Deer,4,18,16,0.1119
Västerbottens,Roe Deer,4,19,18,0.1269
Västerbottens,Roe Deer,4,20,28,0.2015
Västerbottens,Roe Deer,4,21,65,0.4776
Västerbottens,Roe Deer,4,22,47,0.3433
Västerbottens,Roe Deer,4,23,15,0.1045
Västerbottens,Roe Deer,5,0,30,0.2164
Västerbottens,Roe Deer,5,1,28,0.2015
Västerbottens,Roe Deer,5,2,28,0.2015
Västerbottens,Roe Deer,5,3,10,0.0672
Västerbottens,Roe Deer,5,4,15,0.1045
Västerbottens,Roe Deer,5,5,17,0.1194
Västerbottens,Roe Deer,5,6,41,0.2985
Västerbottens,Roe Deer,5,7,36,0.2612
Västerbottens,Roe Deer,5,8,23,0.1642
Västerbottens,Roe Deer,5,9,25,0.1791
Västerbottens,Roe Deer,5,10,18,0.1269
Västerbottens,Roe Deer,5,11,21,0.1493
Västerbottens,Roe Deer,5,12,29,0.2090
Västerbottens,Roe Deer,5,13,11,0.0746
Västerbottens,Roe Deer,5,14,19,0.1343
Västerbottens,Roe Deer,5,15,20,0.1418
Västerbottens,Roe Deer,5,16,21,0.1493
Västerbottens,Roe Deer,5,17,16,0.1119
Västerbottens,Roe Deer,5,18,21,0.1493
Västerbottens,Roe Deer,5,19,25,0.1791
Västerbottens,Roe Deer,5,20,20,0.1418
Västerbottens,Roe Deer,5,21,47,0.3433
Västerbottens,Roe Deer,5,22,53,0.3881
Västerbottens,Roe Deer,5,23,48,0.3507
Västerbottens,Roe Deer,6,0,31,0.2239
Västerbottens,Roe Deer,6,1,21,0.1493
Västerbottens,Roe Deer,6,2,14,0.0970
Västerbottens,Roe Deer,6,3,15,0.1045
Västerbottens,Roe Deer,6,4,12,0.0821
Västerbottens,Roe Deer,6,5,24,0.1716
Västerbottens,Roe Deer,6,6,21,0.1493
Västerbottens,Roe Deer,6,7,20,0.1418
Västerbottens,Roe Deer,6,8,16,0.1119
Västerbottens,Roe Deer,6,9,11,0.0746
Västerbottens,Roe Deer,6,10,11,0.0746
Västerbottens,Roe Deer,6,11,16,0.1119
Västerbottens,Roe Deer,6,12,12,0.0821
Västerbottens,Roe Deer,6,13,16,0.1119
Västerbottens,Roe Deer,6,14,9,0.0597
Västerbottens,Roe Deer,6,15,5,0.0299
Västerbottens,Roe Deer,6,16,12,0.0821
Västerbottens,Roe Deer,6,17,10,0.0672
Västerbottens,Roe Deer,6,18,11,0.0746
Västerbottens,Roe Deer,6,19,7,0.0448
Västerbottens,Roe Deer,6,20,9,0.0597
Västerbottens,Roe Deer,6,21,14,0.0970
Västerbottens,Roe Deer,6,22,21,0.1493
Västerbottens,Roe Deer,6,23,34,0.2463
Västerbottens,Roe Deer,7,0,19,0.1343
Västerbottens,Roe Deer,7,1,14,0.0970
Västerbottens,Roe Deer,7,2,10,0.0672
Västerbottens,Roe Deer,7,3,7,0.0448
Västerbottens,Roe Deer,7,4,5,0.0299
Västerbottens,Roe Deer,7,5,8,0.0522
Västerbottens,Roe Deer,7,6,16,0.1119
Västerbottens,Roe Deer,7,7,18,0.1269
Västerbottens,Roe Deer,7,8,11,0.0746
Västerbottens,Roe Deer,7,9,13,0.0896
Västerbottens,Roe Deer,7,10,11,0.0746
Västerbottens,Roe Deer,7,11,15,0.1045
Västerbottens,Roe Deer,7,12,15,0.1045
Västerbottens,Roe Deer,7,13,6,0.0373
Västerbottens,Roe Deer,7,14,17,0.1194
Västerbottens,Roe Deer,7,15,5,0.0299
Västerbottens,Roe Deer,7,16,17,0.1194
Västerbottens,Roe Deer,7,17,19,0.1343
Västerbottens,Roe Deer,7,18,6,0.0373
Västerbottens,Roe Deer,7,19,10,0.0672
Västerbottens,Roe Deer,7,20,16,0.1119
Västerbottens,Roe Deer,7,21,21,0.1493
Västerbottens,Roe Deer,7,22,24,0.1716
Västerbottens,Roe Deer,7,23,21,0.1493
Västerbottens,Roe Deer,8,0,4,0.0224
Västerbottens,Roe Deer,8,2,1,0.0000
Västerbottens,Roe Deer,8,3,1,0.0000
Västerbottens,Roe Deer,8,4,3,0.0149
Västerbottens,Roe Deer,8,5,5,0.0299
Västerbottens,Roe Deer,8,6,17,0.1194
Västerbottens,Roe Deer,8,7,13,0.0896
Västerbottens,Roe Deer,8,8,6,0.0373
Västerbottens,Roe Deer,8,9,7,0.0448
Västerbottens,Roe Deer,8,10,8,0.0522
Västerbottens,Roe Deer,8,11,9,0.0597
Västerbottens,Roe Deer,8,12,3,0.0149
Västerbottens,Roe Deer,8,13,9,0.0597
Västerbottens,Roe Deer,8,14,5,0.0299
Västerbottens,Roe Deer,8,15,2,0.0075
Västerbottens,Roe Deer,8,16,9,0.0597
Västerbottens,Roe Deer,8,17,3,0.0149
Västerbottens,Roe Deer,8,18,7,0.0448
Västerbottens,Roe Deer,8,19,13,0.0896
Västerbottens,Roe Deer,8,20,14,0.0970
Västerbottens,Roe Deer,8,21,21,0.1493
Västerbottens,Roe Deer,8,22,10,0.0672
Västerbottens,Roe Deer,8,23,7,0.0448
Västerbottens,Roe Deer,9,0,4,0.0224
Västerbottens,Roe Deer,9,1,3,0.0149
Västerbottens,Roe Deer,9,3,1,0.0000
Västerbottens,Roe Deer,9,4,4,0.0224
Västerbottens,Roe Deer,9,5,12,0.0821
Västerbottens,Roe Deer,9,6,25,0.1791
Västerbottens,Roe Deer,9,7,31,0.2239
Västerbottens,Roe Deer,9,8,18,0.1269
Västerbottens,Roe Deer,9,9,4,0.0224
Västerbottens,Roe Deer,9,10,6,0.0373
Västerbottens,Roe Deer,9,11,6,0.0373
Västerbottens,Roe Deer,9,12,7,0.0448
Västerbottens,Roe Deer,9,13,4,0.0224
Västerbottens,Roe Deer,9,14,10,0.0672
Västerbottens,Roe Deer,9,15,9,0.0597
Västerbottens,Roe Deer,9,16,8,0.0522
Västerbottens,Roe Deer,9,17,6,0.0373
Västerbottens,Roe Deer,9,18,23,0.1642
Västerbottens,Roe Deer,9,19,35,0.2537
Västerbottens,Roe Deer,9,20,32,0.2313
Västerbottens,Roe Deer,9,21,11,0.0746
Västerbottens,Roe Deer,9,22,7,0.0448
Västerbottens,Roe Deer,9,23,5,0.0299
Västerbottens,Roe Deer,10,0,16,0.1119
Västerbottens,Roe Deer,10,1,9,0.0597
Västerbottens,Roe Deer,10,2,4,0.0224
Västerbottens,Roe Deer,10,3,8,0.0522
Västerbottens,Roe Deer,10,4,13,0.0896
Västerbottens,Roe Deer,10,5,19,0.1343
Västerbottens,Roe Deer,10,6,55,0.4030
Västerbottens,Roe Deer,10,7,59,0.4328
Västerbottens,Roe Deer,10,8,51,0.3731
Västerbottens,Roe Deer,10,9,23,0.1642
Västerbottens,Roe Deer,10,10,16,0.1119
Västerbottens,Roe Deer,10,11,13,0.0896
Västerbottens,Roe Deer,10,12,24,0.1716
Västerbottens,Roe Deer,10,13,13,0.0896
Västerbottens,Roe Deer,10,14,17,0.1194
Västerbottens,Roe Deer,10,15,16,0.1119
Västerbottens,Roe Deer,10,16,35,0.2537
Västerbottens,Roe Deer,10,17,63,0.4627
Västerbottens,Roe Deer,10,18,88,0.6493
Västerbottens,Roe Deer,10,19,51,0.3731
Västerbottens,Roe Deer,10,20,37,0.2687
Västerbottens,Roe Deer,10,21,33,0.2388
Västerbottens,Roe Deer,10,22,23,0.1642
Västerbottens,Roe Deer,10,23,23,0.1642
Västerbottens,Roe Deer,11,0,34,0.2463
Västerbottens,Roe Deer,11,1,21,0.1493
Västerbottens,Roe Deer,11,2,9,0.0597
Västerbottens,Roe Deer,11,3,14,0.0970
Västerbottens,Roe Deer,11,4,9,0.0597
Västerbottens,Roe Deer,11,5,35,0.2537
Västerbottens,Roe Deer,11,6,88,0.6493
Västerbottens,Roe Deer,11,7,80,0.5896
Västerbottens,Roe Deer,11,8,54,0.3955
Västerbottens,Roe Deer,11,9,25,0.1791
Västerbottens,Roe Deer,11,10,16,0.1119
Västerbottens,Roe Deer,11,11,13,0.0896
Västerbottens,Roe Deer,11,12,20,0.1418
Västerbottens,Roe Deer,11,13,14,0.0970
Västerbottens,Roe Deer,11,14,19,0.1343
Västerbottens,Roe Deer,11,15,60,0.4403
Västerbottens,Roe Deer,11,16,135,1.0000
Västerbottens,Roe Deer,11,17,104,0.7687
Västerbottens,Roe Deer,11,18,73,0.5373
Västerbottens,Roe Deer,11,19,62,0.4552
Västerbottens,Roe Deer,11,20,66,0.4851
Västerbottens,Roe Deer,11,21,61,0.4478
Västerbottens,Roe Deer,11,22,47,0.3433
Västerbottens,Roe Deer,11,23,26,0.1866
Västerbottens,Roe Deer,12,0,35,0.2537
Västerbottens,Roe Deer,12,1,20,0.1418
Västerbottens,Roe Deer,12,2,16,0.1119
Västerbottens,Roe Deer,12,3,18,0.1269
Västerbottens,Roe Deer,12,4,18,0.1269
Västerbottens,Roe Deer,12,5,28,0.2015
Västerbottens,Roe Deer,12,6,60,0.4403
Västerbottens,Roe Deer,12,7,67,0.4925
Västerbottens,Roe Deer,12,8,54,0.3955
Västerbottens,Roe Deer,12,9,34,0.2463
Västerbottens,Roe Deer,12,10,21,0.1493
Västerbottens,Roe Deer,12,11,8,0.0522
Västerbottens,Roe Deer,12,12,16,0.1119
Västerbottens,Roe Deer,12,13,13,0.0896
Västerbottens,Roe Deer,12,14,13,0.0896
Västerbottens,Roe Deer,12,15,45,0.3284
Västerbottens,Roe Deer,12,16,104,0.7687
Västerbottens,Roe Deer,12,17,90,0.6642
Västerbottens,Roe Deer,12,18,47,0.3433
Västerbottens,Roe Deer,12,19,59,0.4328
Västerbottens,Roe Deer,12,20,59,0.4328
Västerbottens,Roe Deer,12,21,58,0.4254
Västerbottens,Roe Deer,12,22,41,0.2985
Västerbottens,Roe Deer,12,23,46,0.3358
Västerbottens,Wild Boar,1,22,1,0.0000
Västerbottens,Wild Boar,8,17,1,0.0000
Västerbottens,Wild Boar,12,22,1,0.0000
Västerbottens,Wolverine,7,7,1,0.0000
Västerbottens,Wolverine,7,9,1,0.0000
Västerbottens,Wolverine,11,0,1,0.0000
Västernorrlands,Brown Bear,4,1,1,0.0000
Västernorrlands,Brown Bear,4,3,1,0.0000
Västernorrlands,Brown Bear,4,4,1,0.0000
Västernorrlands,Brown Bear,4,7,2,0.5000
Västernorrlands,Brown Bear,4,21,1,0.0000
Västernorrlands,Brown Bear,5,0,1,0.0000
Västernorrlands,Brown Bear,5,1,3,1.0000
Västernorrlands,Brown Bear,5,3,3,1.0000
Västernorrlands,Brown Bear,5,4,1,0.0000
Västernorrlands,Brown Bear,5,5,1,0.0000
Västernorrlands,Brown Bear,5,9,1,0.0000
Västernorrlands,Brown Bear,5,16,1,0.0000
Västernorrlands,Brown Bear,5,20,1,0.0000
Västernorrlands,Brown Bear,5,21,1,0.0000
Västernorrlands,Brown Bear,5,22,1,0.0000
Västernorrlands,Brown Bear,6,0,1,0.0000
Västernorrlands,Brown Bear,6,2,2,0.5000
Västernorrlands,Brown Bear,6,5,1,0.0000
Västernorrlands,Brown Bear,6,17,1,0.0000
Västernorrlands,Brown Bear,6,21,1,0.0000
Västernorrlands,Brown Bear,7,6,1,0.0000
Västernorrlands,Brown Bear,7,10,1,0.0000
Västernorrlands,Brown Bear,7,21,1,0.0000
Västernorrlands,Brown Bear,8,0,1,0.0000
Västernorrlands,Brown Bear,8,4,1,0.0000
Västernorrlands,Brown Bear,8,5,1,0.0000
Västernorrlands,Brown Bear,8,7,1,0.0000
Västernorrlands,Brown Bear,8,10,1,0.0000
Västernorrlands,Brown Bear,8,21,1,0.0000
Västernorrlands,Brown Bear,8,22,1,0.0000
Västernorrlands,Brown Bear,9,1,1,0.0000
Västernorrlands,Brown Bear,9,3,1,0.0000
Västernorrlands,Brown Bear,9,12,2,0.5000
Västernorrlands,Brown Bear,9,20,1,0.0000
Västernorrlands,Brown Bear,9,21,1,0.0000
Västernorrlands,Brown Bear,9,22,1,0.0000
Västernorrlands,Brown Bear,9,23,3,1.0000
Västernorrlands,Brown Bear,10,11,1,0.0000
Västernorrlands,Brown Bear,10,13,1,0.0000
Västernorrlands,Brown Bear,10,19,2,0.5000
Västernorrlands,Brown Bear,10,23,1,0.0000
Västernorrlands,Brown Bear,12,14,1,0.0000
Västernorrlands,Moose,1,0,16,0.2000
Västernorrlands,Moose,1,1,19,0.2400
Västernorrlands,Moose,1,2,10,0.1200
Västernorrlands,Moose,1,3,15,0.1867
Västernorrlands,Moose,1,4,13,0.1600
Västernorrlands,Moose,1,5,18,0.2267
Västernorrlands,Moose,1,6,52,0.6800
Västernorrlands,Moose,1,7,25,0.3200
Västernorrlands,Moose,1,8,25,0.3200
Västernorrlands,Moose,1,9,8,0.0933
Västernorrlands,Moose,1,10,8,0.0933
Västernorrlands,Moose,1,11,9,0.1067
Västernorrlands,Moose,1,12,11,0.1333
Västernorrlands,Moose,1,13,13,0.1600
Västernorrlands,Moose,1,14,9,0.1067
Västernorrlands,Moose,1,15,15,0.1867
Västernorrlands,Moose,1,16,50,0.6533
Västernorrlands,Moose,1,17,76,1.0000
Västernorrlands,Moose,1,18,53,0.6933
Västernorrlands,Moose,1,19,31,0.4000
Västernorrlands,Moose,1,20,38,0.4933
Västernorrlands,Moose,1,21,23,0.2933
Västernorrlands,Moose,1,22,25,0.3200
Västernorrlands,Moose,1,23,24,0.3067
Västernorrlands,Moose,2,0,10,0.1200
Västernorrlands,Moose,2,1,10,0.1200
Västernorrlands,Moose,2,2,3,0.0267
Västernorrlands,Moose,2,3,8,0.0933
Västernorrlands,Moose,2,4,7,0.0800
Västernorrlands,Moose,2,5,11,0.1333
Västernorrlands,Moose,2,6,33,0.4267
Västernorrlands,Moose,2,7,14,0.1733
Västernorrlands,Moose,2,8,15,0.1867
Västernorrlands,Moose,2,9,11,0.1333
Västernorrlands,Moose,2,10,6,0.0667
Västernorrlands,Moose,2,11,13,0.1600
Västernorrlands,Moose,2,12,12,0.1467
Västernorrlands,Moose,2,13,10,0.1200
Västernorrlands,Moose,2,14,5,0.0533
Västernorrlands,Moose,2,15,6,0.0667
Västernorrlands,Moose,2,16,14,0.1733
Västernorrlands,Moose,2,17,24,0.3067
Västernorrlands,Moose,2,18,38,0.4933
Västernorrlands,Moose,2,19,42,0.5467
Västernorrlands,Moose,2,20,29,0.3733
Västernorrlands,Moose,2,21,19,0.2400
Västernorrlands,Moose,2,22,16,0.2000
Västernorrlands,Moose,2,23,17,0.2133
Västernorrlands,Moose,3,0,2,0.0133
Västernorrlands,Moose,3,1,3,0.0267
Västernorrlands,Moose,3,2,2,0.0133
Västernorrlands,Moose,3,3,2,0.0133
Västernorrlands,Moose,3,4,2,0.0133
Västernorrlands,Moose,3,5,6,0.0667
Västernorrlands,Moose,3,6,15,0.1867
Västernorrlands,Moose,3,7,5,0.0533
Västernorrlands,Moose,3,8,5,0.0533
Västernorrlands,Moose,3,10,2,0.0133
Västernorrlands,Moose,3,11,2,0.0133
Västernorrlands,Moose,3,12,7,0.0800
Västernorrlands,Moose,3,13,2,0.0133
Västernorrlands,Moose,3,14,1,0.0000
Västernorrlands,Moose,3,15,3,0.0267
Västernorrlands,Moose,3,16,3,0.0267
Västernorrlands,Moose,3,17,4,0.0400
Västernorrlands,Moose,3,18,10,0.1200
